Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704584707,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,55,55,1.3577049994637491,1.5743982909705003,1.3577049994637491,5.254916000012599,0.0
1704584708,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,55,55,1.3577049994637491,1.5743982909705003,1.3577049994637491,5.254916000012599,0.0
1704584709,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,56,56,1.3577049994637491,1.571694839347921,1.3577049994637491,5.254916000012599,0.0
1704584710,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,56,56,1.3577049994637491,1.571694839347921,1.3577049994637491,5.254916000012599,0.0
1704584711,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,57,57,1.3577049994637491,1.5688494035713487,1.3577049994637491,5.254916000012599,0.0
1704584712,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,58,58,1.3577049994637491,1.5655986379866151,1.3577049994637491,5.254916000012599,0.0
1704584713,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,59,59,1.3577049994637491,1.5671157119159342,1.3577049994637491,5.254916000012599,0.0
1704584714,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,59,59,1.3577049994637491,1.5671157119159342,1.3577049994637491,5.254916000012599,0.0
1704584715,1,,Aggregated,0.400000,0.400000,1,2,2,2,2,2,3,5,5,5,5,59,59,1.3577049994637491,1.5671157119159342,1.3577049994637491,5.254916000012599,0.0
1704584716,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,60,60,1.3577049994637491,1.5653622000627365,1.3577049994637491,5.254916000012599,0.0
1704584717,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,60,60,1.3577049994637491,1.5653622000627365,1.3577049994637491,5.254916000012599,0.0
1704584718,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,61,61,1.3577049994637491,1.5624088033500365,1.3577049994637491,5.254916000012599,0.0
1704584719,1,,Aggregated,0.500000,0.500000,1,2,2,2,2,2,3,5,5,5,5,61,61,1.3577049994637491,1.5624088033500365,1.3577049994637491,5.254916000012599,0.0
1704584720,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,62,62,1.3577049994637491,1.5607055162006638,1.3577049994637491,5.254916000012599,0.0
1704584721,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,62,62,1.3577049994637491,1.5607055162006638,1.3577049994637491,5.254916000012599,0.0
1704584722,1,,Aggregated,0.600000,0.600000,1,1,2,2,2,2,3,5,5,5,5,62,62,1.3577049994637491,1.5607055162006638,1.3577049994637491,5.254916000012599,0.0
1704584723,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,63,63,1.3577049994637491,1.5575467778468184,1.3577049994637491,5.254916000012599,0.0
1704584724,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,64,64,1.3577049994637491,1.5561758125670622,1.3577049994637491,5.254916000012599,0.0
1704584725,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,64,64,1.3577049994637491,1.5561758125670622,1.3577049994637491,5.254916000012599,0.0
1704584726,1,,Aggregated,0.500000,0.500000,1,1,2,2,2,2,3,5,5,5,5,64,64,1.3577049994637491,1.5561758125670622,1.3577049994637491,5.254916000012599,0.0
